id ,name,primary_type,secondary_type,hp,attack,defense,special_attack,special_defense,speed,evolution,is_baby,is_legendary,is_mythical,is_mega,generation,species
627,Rufflet,Normal,Flying,70,83,50,37,50,60,['Braviary'],False,False,False,False,generation-v,Rufflet
628,Braviary,Normal,Flying,100,123,75,57,75,80,[],False,False,False,False,generation-v,Braviary
10240,Braviary-Hisui,Psychic,Flying,110,83,70,112,70,65,[],False,False,False,False,generation-v,Braviary
629,Vullaby,Dark,Flying,70,55,75,45,65,60,['Mandibuzz'],False,False,False,False,generation-v,Vullaby
630,Mandibuzz,Dark,Flying,110,65,105,55,95,80,[],False,False,False,False,generation-v,Mandibuzz
631,Heatmor,Fire,,85,97,66,105,66,65,[],False,False,False,False,generation-v,Heatmor
632,Durant,Bug,Steel,58,109,112,48,48,109,[],False,False,False,False,generation-v,Durant
633,Deino,Dark,Dragon,52,65,50,45,50,38,['Zweilous'],False,False,False,False,generation-v,Deino
634,Zweilous,Dark,Dragon,72,85,70,65,70,58,['Hydreigon'],False,False,False,False,generation-v,Zweilous
635,Hydreigon,Dark,Dragon,92,105,90,125,90,98,[],False,False,False,False,generation-v,Hydreigon
636,Larvesta,Bug,Fire,55,85,55,50,55,60,['Volcarona'],False,False,False,False,generation-v,Larvesta
637,Volcarona,Bug,Fire,85,60,65,135,105,100,[],False,False,False,False,generation-v,Volcarona
638,Cobalion,Steel,Fighting,91,90,129,90,72,108,[],False,True,False,False,generation-v,Cobalion
639,Terrakion,Rock,Fighting,91,129,90,72,90,108,[],False,True,False,False,generation-v,Terrakion
640,Virizion,Grass,Fighting,91,90,72,90,129,108,[],False,True,False,False,generation-v,Virizion
641,Tornadus-Incarnate,Flying,,79,115,70,125,80,111,[],False,True,False,False,generation-v,Tornadus
10019,Tornadus-Therian,Flying,,79,100,80,110,90,121,[],False,True,False,False,generation-v,Tornadus
642,Thundurus-Incarnate,Electric,Flying,79,115,70,125,80,111,[],False,True,False,False,generation-v,Thundurus
10020,Thundurus-Therian,Electric,Flying,79,105,70,145,80,101,[],False,True,False,False,generation-v,Thundurus
643,Reshiram,Dragon,Fire,100,120,100,150,120,90,[],False,True,False,False,generation-v,Reshiram
644,Zekrom,Dragon,Electric,100,150,120,120,100,90,[],False,True,False,False,generation-v,Zekrom
645,Landorus-Incarnate,Ground,Flying,89,125,90,115,80,101,[],False,True,False,False,generation-v,Landorus
10021,Landorus-Therian,Ground,Flying,89,145,90,105,80,91,[],False,True,False,False,generation-v,Landorus
646,Kyurem,Dragon,Ice,125,130,90,130,90,95,[],False,True,False,False,generation-v,Kyurem
10022,Kyurem-Black,Dragon,Ice,125,170,100,120,90,95,[],False,True,False,False,generation-v,Kyurem
10023,Kyurem-White,Dragon,Ice,125,120,90,170,100,95,[],False,True,False,False,generation-v,Kyurem
647,Keldeo-Ordinary,Water,Fighting,91,72,90,129,90,108,[],False,False,True,False,generation-v,Keldeo
10024,Keldeo-Resolute,Water,Fighting,91,72,90,129,90,108,[],False,False,True,False,generation-v,Keldeo
648,Meloetta-Aria,Normal,Psychic,100,77,77,128,128,90,[],False,False,True,False,generation-v,Meloetta
10018,Meloetta-Pirouette,Normal,Fighting,100,128,90,77,77,128,[],False,False,True,False,generation-v,Meloetta
649,Genesect,Bug,Steel,71,120,95,120,95,99,[],False,False,True,False,generation-v,Genesect
650,Chespin,Grass,,56,61,65,48,45,38,['Quilladin'],False,False,False,False,generation-vi,Chespin
651,Quilladin,Grass,,61,78,95,56,58,57,['Chesnaught'],False,False,False,False,generation-vi,Quilladin
652,Chesnaught,Grass,Fighting,88,107,122,74,75,64,[],False,False,False,False,generation-vi,Chesnaught
10292,Chesnaught-Mega,Grass,Fighting,88,137,172,74,115,44,[],False,False,False,True,generation-vi,Chesnaught
653,Fennekin,Fire,,40,45,40,62,60,60,['Braixen'],False,False,False,False,generation-vi,Fennekin
654,Braixen,Fire,,59,59,58,90,70,73,['Delphox'],False,False,False,False,generation-vi,Braixen
655,Delphox,Fire,Psychic,75,69,72,114,100,104,[],False,False,False,False,generation-vi,Delphox
10293,Delphox-Mega,Fire,Psychic,75,69,72,159,125,134,[],False,False,False,True,generation-vi,Delphox
656,Froakie,Water,,41,56,40,62,44,71,['Frogadier'],False,False,False,False,generation-vi,Froakie
657,Frogadier,Water,,54,63,52,83,56,97,['Greninja'],False,False,False,False,generation-vi,Frogadier
658,Greninja,Water,Dark,72,95,67,103,71,122,[],False,False,False,False,generation-vi,Greninja
10116,Greninja-Battle-Bond,Water,Dark,72,95,67,103,71,122,[],False,False,False,False,generation-vi,Greninja
10117,Greninja-Ash,Water,Dark,72,145,67,153,71,132,[],False,False,False,False,generation-vi,Greninja
10294,Greninja-Mega,Water,Dark,72,125,77,133,81,142,[],False,False,False,True,generation-vi,Greninja
659,Bunnelby,Normal,,38,36,38,32,36,57,['Diggersby'],False,False,False,False,generation-vi,Bunnelby
660,Diggersby,Normal,Ground,85,56,77,50,77,78,[],False,False,False,False,generation-vi,Diggersby
661,Fletchling,Normal,Flying,45,50,43,40,38,62,['Fletchinder'],False,False,False,False,generation-vi,Fletchling
662,Fletchinder,Fire,Flying,62,73,55,56,52,84,['Talonflame'],False,False,False,False,generation-vi,Fletchinder
663,Talonflame,Fire,Flying,78,81,71,74,69,126,[],False,False,False,False,generation-vi,Talonflame
664,Scatterbug,Bug,,38,35,40,27,25,35,['Spewpa'],False,False,False,False,generation-vi,Scatterbug
665,Spewpa,Bug,,45,22,60,27,30,29,['Vivillon'],False,False,False,False,generation-vi,Spewpa
666,Vivillon,Bug,Flying,80,52,50,90,50,89,[],False,False,False,False,generation-vi,Vivillon
667,Litleo,Fire,Normal,62,50,58,73,54,72,['Pyroar'],False,False,False,False,generation-vi,Litleo
668,Pyroar,Fire,Normal,86,68,72,109,66,106,[],False,False,False,False,generation-vi,Pyroar
10295,Pyroar-Mega,Fire,Normal,86,88,92,129,86,126,[],False,False,False,True,generation-vi,Pyroar
669,Flabebe,Fairy,,44,38,39,61,79,42,['Floette'],False,False,False,False,generation-vi,Flabebe
670,Floette,Fairy,,54,45,47,75,98,52,['Florges'],False,False,False,False,generation-vi,Floette
10061,Floette-Eternal,Fairy,,74,65,67,125,128,92,['Florges'],False,False,False,False,generation-vi,Floette
10296,Floette-Mega,Fairy,,74,85,87,155,148,102,['Florges'],False,False,False,True,generation-vi,Floette
671,Florges,Fairy,,78,65,68,112,154,75,[],False,False,False,False,generation-vi,Florges
672,Skiddo,Grass,,66,65,48,62,57,52,['Gogoat'],False,False,False,False,generation-vi,Skiddo
673,Gogoat,Grass,,123,100,62,97,81,68,[],False,False,False,False,generation-vi,Gogoat
674,Pancham,Fighting,,67,82,62,46,48,43,['Pangoro'],False,False,False,False,generation-vi,Pancham
675,Pangoro,Fighting,Dark,95,124,78,69,71,58,[],False,False,False,False,generation-vi,Pangoro
676,Furfrou,Normal,,75,80,60,65,90,102,[],False,False,False,False,generation-vi,Furfrou
677,Espurr,Psychic,,62,48,54,63,60,68,['Meowstic'],False,False,False,False,generation-vi,Espurr
678,Meowstic-Male,Psychic,,74,48,76,83,81,104,[],False,False,False,False,generation-vi,Meowstic
10025,Meowstic-Female,Psychic,,74,48,76,83,81,104,[],False,False,False,False,generation-vi,Meowstic
10314,Meowstic-Mega,Psychic,,74,48,76,143,101,124,[],False,False,False,True,generation-vi,Meowstic
679,Honedge,Steel,Ghost,45,80,100,35,37,28,['Doublade'],False,False,False,False,generation-vi,Honedge
680,Doublade,Steel,Ghost,59,110,150,45,49,35,['Aegislash'],False,False,False,False,generation-vi,Doublade
681,Aegislash-Shield,Steel,Ghost,60,50,140,50,140,60,[],False,False,False,False,generation-vi,Aegislash
10026,Aegislash-Blade,Steel,Ghost,60,140,50,140,50,60,[],False,False,False,False,generation-vi,Aegislash
682,Spritzee,Fairy,,78,52,60,63,65,23,['Aromatisse'],False,False,False,False,generation-vi,Spritzee
683,Aromatisse,Fairy,,101,72,72,99,89,29,[],False,False,False,False,generation-vi,Aromatisse
684,Swirlix,Fairy,,62,48,66,59,57,49,['Slurpuff'],False,False,False,False,generation-vi,Swirlix
685,Slurpuff,Fairy,,82,80,86,85,75,72,[],False,False,False,False,generation-vi,Slurpuff
686,Inkay,Dark,Psychic,53,54,53,37,46,45,['Malamar'],False,False,False,False,generation-vi,Inkay
687,Malamar,Dark,Psychic,86,92,88,68,75,73,[],False,False,False,False,generation-vi,Malamar
10297,Malamar-Mega,Dark,Psychic,86,102,88,98,120,88,[],False,False,False,True,generation-vi,Malamar
688,Binacle,Rock,Water,42,52,67,39,56,50,['Barbaracle'],False,False,False,False,generation-vi,Binacle
689,Barbaracle,Rock,Water,72,105,115,54,86,68,[],False,False,False,False,generation-vi,Barbaracle
10298,Barbaracle-Mega,Rock,Fighting,72,140,130,64,106,88,[],False,False,False,True,generation-vi,Barbaracle
690,Skrelp,Poison,Water,50,60,60,60,60,30,['Dragalge'],False,False,False,False,generation-vi,Skrelp
691,Dragalge,Poison,Dragon,65,75,90,97,123,44,[],False,False,False,False,generation-vi,Dragalge
10299,Dragalge-Mega,Poison,Dragon,65,85,105,132,163,44,[],False,False,False,True,generation-vi,Dragalge
692,Clauncher,Water,,50,53,62,58,63,44,['Clawitzer'],False,False,False,False,generation-vi,Clauncher
693,Clawitzer,Water,,71,73,88,120,89,59,[],False,False,False,False,generation-vi,Clawitzer
694,Helioptile,Electric,Normal,44,38,33,61,43,70,['Heliolisk'],False,False,False,False,generation-vi,Helioptile
695,Heliolisk,Electric,Normal,62,55,52,109,94,109,[],False,False,False,False,generation-vi,Heliolisk
696,Tyrunt,Rock,Dragon,58,89,77,45,45,48,['Tyrantrum'],False,False,False,False,generation-vi,Tyrunt
697,Tyrantrum,Rock,Dragon,82,121,119,69,59,71,[],False,False,False,False,generation-vi,Tyrantrum
698,Amaura,Rock,Ice,77,59,50,67,63,46,['Aurorus'],False,False,False,False,generation-vi,Amaura
699,Aurorus,Rock,Ice,123,77,72,99,92,58,[],False,False,False,False,generation-vi,Aurorus
700,Sylveon,Fairy,,95,65,65,110,130,60,[],False,False,False,False,generation-vi,Sylveon
701,Hawlucha,Fighting,Flying,78,92,75,74,63,118,[],False,False,False,False,generation-vi,Hawlucha
10300,Hawlucha-Mega,Fighting,Flying,78,137,100,74,93,118,[],False,False,False,True,generation-vi,Hawlucha
702,Dedenne,Electric,Fairy,67,58,57,81,67,101,[],False,False,False,False,generation-vi,Dedenne
703,Carbink,Rock,Fairy,50,50,150,50,150,50,[],False,False,False,False,generation-vi,Carbink
704,Goomy,Dragon,,45,50,35,55,75,40,['Sliggoo'],False,False,False,False,generation-vi,Goomy
705,Sliggoo,Dragon,,68,75,53,83,113,60,['Goodra'],False,False,False,False,generation-vi,Sliggoo
10241,Sliggoo-Hisui,Steel,Dragon,58,75,83,83,113,40,['Goodra'],False,False,False,False,generation-vi,Sliggoo
706,Goodra,Dragon,,90,100,70,110,150,80,[],False,False,False,False,generation-vi,Goodra
10242,Goodra-Hisui,Steel,Dragon,80,100,100,110,150,60,[],False,False,False,False,generation-vi,Goodra
707,Klefki,Steel,Fairy,57,80,91,80,87,75,[],False,False,False,False,generation-vi,Klefki
708,Phantump,Ghost,Grass,43,70,48,50,60,38,['Trevenant'],False,False,False,False,generation-vi,Phantump
709,Trevenant,Ghost,Grass,85,110,76,65,82,56,[],False,False,False,False,generation-vi,Trevenant
710,Pumpkaboo-Average,Ghost,Grass,49,66,70,44,55,51,['Gourgeist'],False,False,False,False,generation-vi,Pumpkaboo
10027,Pumpkaboo-Small,Ghost,Grass,44,66,70,44,55,56,['Gourgeist'],False,False,False,False,generation-vi,Pumpkaboo
10028,Pumpkaboo-Large,Ghost,Grass,54,66,70,44,55,46,['Gourgeist'],False,False,False,False,generation-vi,Pumpkaboo
10029,Pumpkaboo-Super,Ghost,Grass,59,66,70,44,55,41,['Gourgeist'],False,False,False,False,generation-vi,Pumpkaboo
711,Gourgeist-Average,Ghost,Grass,65,90,122,58,75,84,[],False,False,False,False,generation-vi,Gourgeist
10030,Gourgeist-Small,Ghost,Grass,55,85,122,58,75,99,[],False,False,False,False,generation-vi,Gourgeist
10031,Gourgeist-Large,Ghost,Grass,75,95,122,58,75,69,[],False,False,False,False,generation-vi,Gourgeist
10032,Gourgeist-Super,Ghost,Grass,85,100,122,58,75,54,[],False,False,False,False,generation-vi,Gourgeist
712,Bergmite,Ice,,55,69,85,32,35,28,['Avalugg'],False,False,False,False,generation-vi,Bergmite
713,Avalugg,Ice,,95,117,184,44,46,28,[],False,False,False,False,generation-vi,Avalugg
10243,Avalugg-Hisui,Ice,Rock,95,127,184,34,36,38,[],False,False,False,False,generation-vi,Avalugg
714,Noibat,Flying,Dragon,40,30,35,45,40,55,['Noivern'],False,False,False,False,generation-vi,Noibat
715,Noivern,Flying,Dragon,85,70,80,97,80,123,[],False,False,False,False,generation-vi,Noivern
716,Xerneas,Fairy,,126,131,95,131,98,99,[],False,True,False,False,generation-vi,Xerneas
717,Yveltal,Dark,Flying,126,131,95,131,98,99,[],False,True,False,False,generation-vi,Yveltal
718,Zygarde-50,Dragon,Ground,108,100,121,81,95,95,[],False,True,False,False,generation-vi,Zygarde
10118,Zygarde-10-Power-Construct,Dragon,Ground,54,100,71,61,85,115,[],False,True,False,False,generation-vi,Zygarde
10119,Zygarde-50-Power-Construct,Dragon,Ground,108,100,121,81,95,95,[],False,True,False,False,generation-vi,Zygarde
10120,Zygarde-Complete,Dragon,Ground,216,100,121,91,95,85,[],False,True,False,False,generation-vi,Zygarde
10181,Zygarde-10,Dragon,Ground,54,100,71,61,85,115,[],False,True,False,False,generation-vi,Zygarde
10301,Zygarde-Mega,Dragon,Ground,216,70,91,216,85,100,[],False,True,False,True,generation-vi,Zygarde
719,Diancie,Rock,Fairy,50,100,150,100,150,50,[],False,False,True,False,generation-vi,Diancie
10075,Diancie-Mega,Rock,Fairy,50,160,110,160,110,110,[],False,False,True,True,generation-vi,Diancie
720,Hoopa,Psychic,Ghost,80,110,60,150,130,70,[],False,False,True,False,generation-vi,Hoopa
10086,Hoopa-Unbound,Psychic,Dark,80,160,60,170,130,80,[],False,False,True,False,generation-vi,Hoopa
721,Volcanion,Fire,Water,80,110,120,130,90,70,[],False,False,True,False,generation-vi,Volcanion
722,Rowlet,Grass,Flying,68,55,55,50,50,42,['Dartrix'],False,False,False,False,generation-vii,Rowlet
723,Dartrix,Grass,Flying,78,75,75,70,70,52,['Decidueye'],False,False,False,False,generation-vii,Dartrix
724,Decidueye,Grass,Ghost,78,107,75,100,100,70,[],False,False,False,False,generation-vii,Decidueye
10244,Decidueye-Hisui,Grass,Fighting,88,112,80,95,95,60,[],False,False,False,False,generation-vii,Decidueye
725,Litten,Fire,,45,65,40,60,40,70,['Torracat'],False,False,False,False,generation-vii,Litten
726,Torracat,Fire,,65,85,50,80,50,90,['Incineroar'],False,False,False,False,generation-vii,Torracat
727,Incineroar,Fire,Dark,95,115,90,80,90,60,[],False,False,False,False,generation-vii,Incineroar
728,Popplio,Water,,50,54,54,66,56,40,['Brionne'],False,False,False,False,generation-vii,Popplio
729,Brionne,Water,,60,69,69,91,81,50,['Primarina'],False,False,False,False,generation-vii,Brionne
730,Primarina,Water,Fairy,80,74,74,126,116,60,[],False,False,False,False,generation-vii,Primarina
731,Pikipek,Normal,Flying,35,75,30,30,30,65,['Trumbeak'],False,False,False,False,generation-vii,Pikipek
732,Trumbeak,Normal,Flying,55,85,50,40,50,75,['Toucannon'],False,False,False,False,generation-vii,Trumbeak
733,Toucannon,Normal,Flying,80,120,75,75,75,60,[],False,False,False,False,generation-vii,Toucannon
734,Yungoos,Normal,,48,70,30,30,30,45,['Gumshoos'],False,False,False,False,generation-vii,Yungoos
735,Gumshoos,Normal,,88,110,60,55,60,45,[],False,False,False,False,generation-vii,Gumshoos
10121,Gumshoos-Totem,Normal,,88,110,60,55,60,45,[],False,False,False,False,generation-vii,Gumshoos
736,Grubbin,Bug,,47,62,45,55,45,46,['Charjabug'],False,False,False,False,generation-vii,Grubbin
737,Charjabug,Bug,Electric,57,82,95,55,75,36,['Vikavolt'],False,False,False,False,generation-vii,Charjabug
738,Vikavolt,Bug,Electric,77,70,90,145,75,43,[],False,False,False,False,generation-vii,Vikavolt
10122,Vikavolt-Totem,Bug,Electric,77,70,90,145,75,43,[],False,False,False,False,generation-vii,Vikavolt
739,Crabrawler,Fighting,,47,82,57,42,47,63,['Crabominable'],False,False,False,False,generation-vii,Crabrawler
740,Crabominable,Fighting,Ice,97,132,77,62,67,43,[],False,False,False,False,generation-vii,Crabominable
10315,Crabominable-Mega,Fighting,Ice,97,157,122,62,107,33,[],False,False,False,True,generation-vii,Crabominable
741,Oricorio-Baile,Fire,Flying,75,70,70,98,70,93,[],False,False,False,False,generation-vii,Oricorio
10123,Oricorio-Pom-Pom,Electric,Flying,75,70,70,98,70,93,[],False,False,False,False,generation-vii,Oricorio
10124,Oricorio-Pau,Psychic,Flying,75,70,70,98,70,93,[],False,False,False,False,generation-vii,Oricorio
10125,Oricorio-Sensu,Ghost,Flying,75,70,70,98,70,93,[],False,False,False,False,generation-vii,Oricorio
742,Cutiefly,Bug,Fairy,40,45,40,55,40,84,['Ribombee'],False,False,False,False,generation-vii,Cutiefly
743,Ribombee,Bug,Fairy,60,55,60,95,70,124,[],False,False,False,False,generation-vii,Ribombee
10150,Ribombee-Totem,Bug,Fairy,60,55,60,95,70,124,[],False,False,False,False,generation-vii,Ribombee
744,Rockruff,Rock,,45,65,40,30,40,60,['Lycanroc'],False,False,False,False,generation-vii,Rockruff
10151,Rockruff-Own-Tempo,Rock,,45,65,40,30,40,60,['Lycanroc'],False,False,False,False,generation-vii,Rockruff
745,Lycanroc-Midday,Rock,,75,115,65,55,65,112,[],False,False,False,False,generation-vii,Lycanroc
10126,Lycanroc-Midnight,Rock,,85,115,75,55,75,82,[],False,False,False,False,generation-vii,Lycanroc
10152,Lycanroc-Dusk,Rock,,75,117,65,55,65,110,[],False,False,False,False,generation-vii,Lycanroc
746,Wishiwashi-Solo,Water,,45,20,20,25,25,40,[],False,False,False,False,generation-vii,Wishiwashi
10127,Wishiwashi-School,Water,,45,140,130,140,135,30,[],False,False,False,False,generation-vii,Wishiwashi
747,Mareanie,Poison,Water,50,53,62,43,52,45,['Toxapex'],False,False,False,False,generation-vii,Mareanie
748,Toxapex,Poison,Water,50,63,152,53,142,35,[],False,False,False,False,generation-vii,Toxapex
749,Mudbray,Ground,,70,100,70,45,55,45,['Mudsdale'],False,False,False,False,generation-vii,Mudbray
750,Mudsdale,Ground,,100,125,100,55,85,35,[],False,False,False,False,generation-vii,Mudsdale
751,Dewpider,Water,Bug,38,40,52,40,72,27,['Araquanid'],False,False,False,False,generation-vii,Dewpider
752,Araquanid,Water,Bug,68,70,92,50,132,42,[],False,False,False,False,generation-vii,Araquanid
10153,Araquanid-Totem,Water,Bug,68,70,92,50,132,42,[],False,False,False,False,generation-vii,Araquanid
753,Fomantis,Grass,,40,55,35,50,35,35,['Lurantis'],False,False,False,False,generation-vii,Fomantis
754,Lurantis,Grass,,70,105,90,80,90,45,[],False,False,False,False,generation-vii,Lurantis
10128,Lurantis-Totem,Grass,,70,105,90,80,90,45,[],False,False,False,False,generation-vii,Lurantis
755,Morelull,Grass,Fairy,40,35,55,65,75,15,['Shiinotic'],False,False,False,False,generation-vii,Morelull
756,Shiinotic,Grass,Fairy,60,45,80,90,100,30,[],False,False,False,False,generation-vii,Shiinotic
757,Salandit,Poison,Fire,48,44,40,71,40,77,['Salazzle'],False,False,False,False,generation-vii,Salandit
758,Salazzle,Poison,Fire,68,64,60,111,60,117,[],False,False,False,False,generation-vii,Salazzle
10129,Salazzle-Totem,Poison,Fire,68,64,60,111,60,117,[],False,False,False,False,generation-vii,Salazzle
759,Stufful,Normal,Fighting,70,75,50,45,50,50,['Bewear'],False,False,False,False,generation-vii,Stufful
760,Bewear,Normal,Fighting,120,125,80,55,60,60,[],False,False,False,False,generation-vii,Bewear
761,Bounsweet,Grass,,42,30,38,30,38,32,['Steenee'],False,False,False,False,generation-vii,Bounsweet
762,Steenee,Grass,,52,40,48,40,48,62,['Tsareena'],False,False,False,False,generation-vii,Steenee
763,Tsareena,Grass,,72,120,98,50,98,72,[],False,False,False,False,generation-vii,Tsareena
764,Comfey,Fairy,,51,52,90,82,110,100,[],False,False,False,False,generation-vii,Comfey
765,Oranguru,Normal,Psychic,90,60,80,90,110,60,[],False,False,False,False,generation-vii,Oranguru
766,Passimian,Fighting,,100,120,90,40,60,80,[],False,False,False,False,generation-vii,Passimian
767,Wimpod,Bug,Water,25,35,40,20,30,80,['Golisopod'],False,False,False,False,generation-vii,Wimpod
768,Golisopod,Bug,Water,75,125,140,60,90,40,[],False,False,False,False,generation-vii,Golisopod
10316,Golisopod-Mega,Bug,Steel,75,150,175,70,120,40,[],False,False,False,True,generation-vii,Golisopod
769,Sandygast,Ghost,Ground,55,55,80,70,45,15,['Palossand'],False,False,False,False,generation-vii,Sandygast
770,Palossand,Ghost,Ground,85,75,110,100,75,35,[],False,False,False,False,generation-vii,Palossand
771,Pyukumuku,Water,,55,60,130,30,130,5,[],False,False,False,False,generation-vii,Pyukumuku
772,Type-Null,Normal,,95,95,95,95,95,59,['Silvally'],False,True,False,False,generation-vii,Type-Null
773,Silvally,Normal,,95,95,95,95,95,95,[],False,True,False,False,generation-vii,Silvally
774,Minior-Red-Meteor,Rock,Flying,60,60,100,60,100,60,[],False,False,False,False,generation-vii,Minior
10130,Minior-Orange-Meteor,Rock,Flying,60,60,100,60,100,60,[],False,False,False,False,generation-vii,Minior
10131,Minior-Yellow-Meteor,Rock,Flying,60,60,100,60,100,60,[],False,False,False,False,generation-vii,Minior
10132,Minior-Green-Meteor,Rock,Flying,60,60,100,60,100,60,[],False,False,False,False,generation-vii,Minior
10133,Minior-Blue-Meteor,Rock,Flying,60,60,100,60,100,60,[],False,False,False,False,generation-vii,Minior
10134,Minior-Indigo-Meteor,Rock,Flying,60,60,100,60,100,60,[],False,False,False,False,generation-vii,Minior
10135,Minior-Violet-Meteor,Rock,Flying,60,60,100,60,100,60,[],False,False,False,False,generation-vii,Minior
10136,Minior-Red,Rock,Flying,60,100,60,100,60,120,[],False,False,False,False,generation-vii,Minior
10137,Minior-Orange,Rock,Flying,60,100,60,100,60,120,[],False,False,False,False,generation-vii,Minior
10138,Minior-Yellow,Rock,Flying,60,100,60,100,60,120,[],False,False,False,False,generation-vii,Minior
10139,Minior-Green,Rock,Flying,60,100,60,100,60,120,[],False,False,False,False,generation-vii,Minior
10140,Minior-Blue,Rock,Flying,60,100,60,100,60,120,[],False,False,False,False,generation-vii,Minior
10141,Minior-Indigo,Rock,Flying,60,100,60,100,60,120,[],False,False,False,False,generation-vii,Minior
10142,Minior-Violet,Rock,Flying,60,100,60,100,60,120,[],False,False,False,False,generation-vii,Minior
775,Komala,Normal,,65,115,65,75,95,65,[],False,False,False,False,generation-vii,Komala
776,Turtonator,Fire,Dragon,60,78,135,91,85,36,[],False,False,False,False,generation-vii,Turtonator
777,Togedemaru,Electric,Steel,65,98,63,40,73,96,[],False,False,False,False,generation-vii,Togedemaru
10154,Togedemaru-Totem,Electric,Steel,65,98,63,40,73,96,[],False,False,False,False,generation-vii,Togedemaru
778,Mimikyu-Disguised,Ghost,Fairy,55,90,80,50,105,96,[],False,False,False,False,generation-vii,Mimikyu
10143,Mimikyu-Busted,Ghost,Fairy,55,90,80,50,105,96,[],False,False,False,False,generation-vii,Mimikyu
10144,Mimikyu-Totem-Disguised,Ghost,Fairy,55,90,80,50,105,96,[],False,False,False,False,generation-vii,Mimikyu
10145,Mimikyu-Totem-Busted,Ghost,Fairy,55,90,80,50,105,96,[],False,False,False,False,generation-vii,Mimikyu
779,Bruxish,Water,Psychic,68,105,70,70,70,92,[],False,False,False,False,generation-vii,Bruxish
780,Drampa,Normal,Dragon,78,60,85,135,91,36,[],False,False,False,False,generation-vii,Drampa
10302,Drampa-Mega,Normal,Dragon,78,85,110,160,116,36,[],False,False,False,True,generation-vii,Drampa
781,Dhelmise,Ghost,Grass,70,131,100,86,90,40,[],False,False,False,False,generation-vii,Dhelmise
782,Jangmo-O,Dragon,,45,55,65,45,45,45,['Hakamo-O'],False,False,False,False,generation-vii,Jangmo-O
783,Hakamo-O,Dragon,Fighting,55,75,90,65,70,65,['Kommo-O'],False,False,False,False,generation-vii,Hakamo-O
784,Kommo-O,Dragon,Fighting,75,110,125,100,105,85,[],False,False,False,False,generation-vii,Kommo-O
10146,Kommo-O-Totem,Dragon,Fighting,75,110,125,100,105,85,[],False,False,False,False,generation-vii,Kommo-O
785,Tapu-Koko,Electric,Fairy,70,115,85,95,75,130,[],False,True,False,False,generation-vii,Tapu-Koko
786,Tapu-Lele,Psychic,Fairy,70,85,75,130,115,95,[],False,True,False,False,generation-vii,Tapu-Lele
787,Tapu-Bulu,Grass,Fairy,70,130,115,85,95,75,[],False,True,False,False,generation-vii,Tapu-Bulu
788,Tapu-Fini,Water,Fairy,70,75,115,95,130,85,[],False,True,False,False,generation-vii,Tapu-Fini
789,Cosmog,Psychic,,43,29,31,29,31,37,['Cosmoem'],False,True,False,False,generation-vii,Cosmog
790,Cosmoem,Psychic,,43,29,131,29,131,37,"['Solgaleo', 'Lunala']",False,True,False,False,generation-vii,Cosmoem
791,Solgaleo,Psychic,Steel,137,137,107,113,89,97,[],False,True,False,False,generation-vii,Solgaleo
792,Lunala,Psychic,Ghost,137,113,89,137,107,97,[],False,True,False,False,generation-vii,Lunala
793,Nihilego,Rock,Poison,109,53,47,127,131,103,[],False,False,False,False,generation-vii,Nihilego
794,Buzzwole,Bug,Fighting,107,139,139,53,53,79,[],False,False,False,False,generation-vii,Buzzwole
795,Pheromosa,Bug,Fighting,71,137,37,137,37,151,[],False,False,False,False,generation-vii,Pheromosa
796,Xurkitree,Electric,,83,89,71,173,71,83,[],False,False,False,False,generation-vii,Xurkitree
797,Celesteela,Steel,Flying,97,101,103,107,101,61,[],False,False,False,False,generation-vii,Celesteela
798,Kartana,Grass,Steel,59,181,131,59,31,109,[],False,False,False,False,generation-vii,Kartana
799,Guzzlord,Dark,Dragon,223,101,53,97,53,43,[],False,False,False,False,generation-vii,Guzzlord
800,Necrozma,Psychic,,97,107,101,127,89,79,[],False,True,False,False,generation-vii,Necrozma
10155,Necrozma-Dusk,Psychic,Steel,97,157,127,113,109,77,[],False,True,False,False,generation-vii,Necrozma
10156,Necrozma-Dawn,Psychic,Ghost,97,113,109,157,127,77,[],False,True,False,False,generation-vii,Necrozma
10157,Necrozma-Ultra,Psychic,Dragon,97,167,97,167,97,129,[],False,True,False,False,generation-vii,Necrozma
801,Magearna,Steel,Fairy,80,95,115,130,115,65,[],False,False,True,False,generation-vii,Magearna
10147,Magearna-Original,Steel,Fairy,80,95,115,130,115,65,[],False,False,True,False,generation-vii,Magearna
10317,Magearna-Mega,Steel,Fairy,80,125,115,170,115,95,[],False,False,True,True,generation-vii,Magearna
10318,Magearna-Original-Mega,Steel,Fairy,80,125,115,170,115,95,[],False,False,True,True,generation-vii,Magearna
802,Marshadow,Fighting,Ghost,90,125,80,90,90,125,[],False,False,True,False,generation-vii,Marshadow
803,Poipole,Poison,,67,73,67,73,67,73,['Naganadel'],False,False,False,False,generation-vii,Poipole
804,Naganadel,Poison,Dragon,73,73,73,127,73,121,[],False,False,False,False,generation-vii,Naganadel
805,Stakataka,Rock,Steel,61,131,211,53,101,13,[],False,False,False,False,generation-vii,Stakataka
806,Blacephalon,Fire,Ghost,53,127,53,151,79,107,[],False,False,False,False,generation-vii,Blacephalon
807,Zeraora,Electric,,88,112,75,102,80,143,[],False,False,True,False,generation-vii,Zeraora
